1,2,3,type
37,0,74,1
44,-4,108,1
37,0,95,1
49,0,78,1
44,0,76,1
46,3,82,1
37,0,78,1
46,4,87,1
49,4,78,1
41,3,79,1
44,-64,88,1
49,4,83,1
56,0,94,4
37,0,76,1
41,0,76,1
42,-5,77,1
39,-2,77,1
41,0,76,1
53,-5,90,1
55,0,79,4
55,0,81,1
55,0,81,4
37,0,80,1
44,1,88,1
55,-4,90,1
51,6,95,1
42,0,87,1
49,0,87,1
105,-3,106,5
47,0,88,1
37,0,77,1
76,0,81,5
44,2,86,1
53,5,83,1
50,1,88,1
37,4,79,1
37,0,76,1
105,-2,106,5
37,0,76,1
37,0,79,1
63,0,112,1
57,-1,80,1
37,0,93,1
56,0,82,1
41,-1,81,1
41,0,82,1
56,0,97,1
45,-2,88,1
56,0,97,4
55,-1,83,1
37,5,80,1
50,0,78,1
42,0,79,1
42,0,77,1
37,0,105,1
43,-1,76,1
37,0,76,1
56,0,80,4
41,-1,76,1
55,-2,99,4
37,0,83,1
37,0,81,1
37,0,76,1
55,0,92,4
45,0,81,1
55,-3,96,4
55,-5,78,4
37,0,93,1
46,0,82,1
45,1,76,1
55,-4,96,4
37,0,106,1
42,0,82,1
45,0,87,1
44,3,76,1
55,0,97,4
53,-5,83,1
37,0,81,1
40,0,80,1
45,0,108,1
37,0,77,1
44,1,79,1
105,-4,106,5
37,5,77,1
53,0,87,1
37,0,76,1
40,0,83,1
37,-12,78,1
37,0,77,1
45,0,83,1
37,-1,77,1
55,0,93,4
79,0,83,5
102,-1,103,5
102,0,103,5
37,0,79,1
37,0,106,1
37,0,79,1
45,0,78,1
41,0,83,1
56,-1,78,4
55,0,93,4
62,0,109,1
57,-3,86,1
51,0,88,1
44,0,79,1
50,-1,90,1
38,2,102,1
56,0,98,4
39,5,106,1
37,0,93,1
52,0,103,1
45,-1,85,1
42,0,89,1
37,0,104,1
56,0,80,4
49,0,95,1
37,0,81,1
43,5,84,1
37,0,103,1
49,0,88,1
37,0,82,1
85,0,88,5
107,2,108,5
39,-1,80,1
53,0,87,1
44,3,80,1
51,0,88,1
43,0,79,1
37,0,83,1
45,-3,86,1
84,2,88,5
37,5,104,1
39,3,79,1
44,0,85,1
37,0,94,1
56,0,81,4
37,0,76,1
56,0,96,1
79,0,84,5
37,0,80,1
46,-3,93,1
38,-2,77,1
51,-3,82,1
45,-2,81,1
37,0,80,1
37,0,81,1
42,2,79,1
55,0,77,4
48,0,88,1
37,0,79,1
37,0,97,1
44,-3,77,1
41,0,79,1
43,0,82,1
81,1,85,5
40,0,80,1
56,0,95,4
56,0,78,4
43,0,81,1
43,-3,86,1
59,3,86,1
37,-1,77,1
81,0,84,5
39,-3,76,1
56,1,81,4
55,4,84,1
44,0,81,1
37,0,77,1
43,0,89,1
37,0,76,1
50,0,88,1
37,0,76,1
56,0,95,1
41,0,86,1
38,0,79,1
37,0,76,1
49,0,106,1
45,0,79,1
82,0,86,5
49,-4,86,1
56,0,86,1
43,-5,89,1
56,0,79,4
46,0,93,1
37,4,79,1
56,4,84,1
37,0,80,1
48,0,80,1
37,0,108,1
53,0,90,1
43,0,83,1
41,0,90,1
55,0,86,1
37,0,80,1
45,-1,83,1
56,0,78,4
37,1,97,1
37,0,97,1
75,2,79,5
45,-2,76,1
45,0,83,1
55,0,77,4
58,2,80,1
51,1,80,1
38,0,82,1
37,0,77,1
42,-1,78,1
53,1,88,1
37,0,76,1
37,0,78,1
44,0,88,1
55,0,78,4
37,0,77,1
56,-3,97,1
47,-3,95,1
56,4,99,4
84,4,87,5
56,0,81,4
55,-1,97,4
37,0,82,1
45,0,82,1
46,1,83,1
120,4692,76,5
55,0,93,4
38,1,106,1
80,0,84,5
38,-1,78,1
47,-5,77,1
41,0,79,1
37,0,78,1
53,0,108,1
49,0,83,1
37,0,74,1
43,0,108,1
45,0,86,1
45,0,82,1
53,-1,87,1
41,0,88,1
37,-1,80,1
55,0,81,4
56,1,81,4
37,0,83,1
56,0,95,1
44,1,86,1
55,-1,77,4
54,3,86,1
42,-5,77,1
55,-2,98,4
46,1,88,1
38,1,109,1
44,0,86,1
42,0,79,1
46,0,93,1
56,0,81,4
55,0,95,4
37,0,79,1
41,1,80,1
55,-2,87,1
43,0,86,1
85,0,88,5
56,0,86,1
50,4,85,1
41,-1,77,1
56,0,96,1
49,0,85,1
37,0,106,1
55,-1,96,4
38,0,102,1
44,4,79,1
55,-2,79,4
37,2,83,1
37,0,78,1
37,0,78,1
37,0,79,1
57,4,87,1
56,3,97,4
42,1,86,1
43,-4,87,1
105,1,106,5
49,1,95,1
49,1,83,1
56,2,99,4
37,-3,104,1
81,0,84,5
41,0,102,1
37,4,80,1
45,0,86,1
38,11,77,1
38,-2,76,1
104,0,104,5
45,0,90,1
46,0,82,1
37,0,97,1
44,-2,93,1
37,0,104,1
37,0,76,1
51,0,87,1
37,0,77,1
45,1,86,1
37,5,86,1
50,-2,86,1
43,0,102,1
56,5,84,1
37,0,103,1
55,0,81,1
49,0,88,1
51,2,107,1
41,0,79,1
45,0,100,1
37,0,79,1
56,-3,86,1
55,0,95,4
55,1,93,1
43,1,96,1
45,0,86,1
37,0,91,1
56,0,79,4
37,0,96,1
104,0,104,5
55,-2,98,4
51,0,86,1
37,0,77,1
48,-2,88,1
45,0,88,1
37,0,77,1
50,2,91,1
41,0,87,1
56,0,79,4
44,1,83,1
54,0,86,1
67,-3,109,1
82,0,85,5
49,4,82,1
56,0,78,4
37,0,82,1
37,-5,86,1
45,0,79,1
51,0,81,1
49,0,95,1
49,0,88,1
48,-1,88,1
44,0,79,1
41,0,79,1
82,0,85,5
46,0,86,1
37,0,77,1
42,4,76,1
44,-4,84,1
37,4,81,1
41,0,79,1
45,-16,83,1
37,0,76,1
44,-5,77,1
56,0,85,1
37,1,76,1
37,0,78,1
79,0,83,5
56,0,79,4
45,1,81,1
41,0,86,1
102,0,102,5
49,-3,81,1
50,0,88,1
46,0,79,1
55,0,79,4
37,0,75,1
56,0,92,4
37,0,77,1
37,0,74,1
44,-4,77,1
55,0,77,4
55,0,77,4
49,4,86,1
46,0,83,1
82,0,86,5
76,-1,81,5
103,0,104,5
85,0,88,5
37,0,76,1
55,0,96,4
48,0,88,1
37,0,104,1
42,3,86,1
55,0,93,1
56,0,108,1
45,-3,81,1
40,1,81,1
44,0,79,1
56,0,86,1
37,-4,106,1
37,0,93,1
45,-5,109,1
38,0,77,1
37,0,76,1
56,-1,97,1
37,-1,76,1
45,-3,81,1
55,0,77,4
41,0,87,1
37,0,77,1
48,-2,87,1
45,-1,79,1
45,0,79,1
45,3,93,1
37,0,81,1
37,0,77,1
46,1,76,1
51,0,78,1
41,0,78,1
37,0,77,1
49,0,88,1
46,0,84,1
37,0,104,1
44,1,84,1
37,0,79,1
47,-5,88,1
48,0,86,1
42,5,79,1
37,-2,90,1
45,0,84,1
42,3,76,1
45,0,81,1
45,-2,82,1
52,0,103,1
56,1,97,4
56,3,77,4
37,0,82,1
56,0,81,4
43,-1,81,1
56,0,97,4
56,0,95,1
43,0,81,1
52,-1,85,1
46,4,106,1
52,1,81,1
46,5,76,1
38,0,77,1
38,1,105,1
37,-1,82,1
37,0,80,1
41,0,82,1
56,5,83,1
37,0,81,1
41,-1,83,1
42,-25,77,3
51,-2,81,1
45,0,86,1
47,0,95,1
43,-1,77,1
37,0,77,1
56,1,98,4
37,0,81,1
49,0,78,1
55,0,77,4
43,0,83,1
37,4,98,1
46,3,79,1
37,0,77,1
48,0,83,1
49,0,79,1
37,0,77,1
42,0,80,1
37,0,94,1
53,1,81,1
37,0,83,1
49,0,95,1
55,0,77,4
45,0,81,1
50,0,77,1
55,0,78,4
37,0,76,1
47,1,87,1
55,0,78,4
64,0,110,1
49,-2,78,1
42,0,108,1
46,0,86,1
46,4,76,1
45,0,80,1
46,5,77,1
49,0,110,1
46,2,77,1
49,2,77,1
37,0,84,1
41,0,83,1
55,0,77,4
43,0,76,1
49,3,83,1
46,1,83,1
84,0,88,5
45,0,80,1
84,4,87,5
37,0,101,1
105,-1,108,5
83,-2,86,5
44,0,86,1
37,0,79,1
85,0,88,5
43,-1,76,1
54,0,87,1
48,-3,106,1
55,0,95,1
49,0,106,1
41,0,87,1
37,0,105,1
41,1,90,1
37,0,77,1
37,0,77,1
37,0,82,1
52,0,84,1
37,4,77,1
80,0,84,5
55,0,93,4
57,0,86,1
37,0,82,1
37,1,77,1
55,2,73,4
53,0,109,1
55,0,77,4
47,-1,88,1
37,0,79,1
106,-2,107,5
102,-1,104,5
81,0,86,5
46,0,83,1
55,0,82,4
42,0,79,1
46,-1,75,1
37,0,77,1
37,-1,109,1
56,-2,86,1
51,-1,81,1
79,0,83,5
37,0,78,1
42,4,75,1
56,0,90,1
101,0,102,5
82,2,86,5
41,2,76,1
43,0,81,1
55,0,81,1
55,0,82,4
37,0,79,1
56,2,81,4
55,0,99,4
52,4,84,1
52,0,87,1
55,-72,88,3
102,-4,103,5
42,-4,77,1
45,0,86,1
56,0,79,4
40,0,109,1
37,0,104,1
41,0,109,1
56,0,97,4
58,0,86,1
47,-1,90,1
45,0,86,1
53,0,88,1
55,0,96,1
37,0,83,1
104,5,105,5
47,2,79,1
37,0,97,1
56,0,97,4
42,0,76,1
56,0,77,4
42,-2,77,1
49,0,87,1
41,0,97,1
47,2,90,1
37,0,76,1
45,0,89,1
51,3,102,1
37,0,78,1
56,3,97,4
45,-5,88,1
56,-1,97,4
45,0,87,1
41,-1,81,1
80,5,84,5
38,3,80,1
44,0,79,1
60,0,109,1
41,36,78,1
46,1,79,1
45,0,83,1
42,0,84,1
41,-2,106,1
55,0,95,4
37,1,81,1
45,1,87,1
55,-5,74,4
55,0,92,4
46,0,82,1
38,0,80,1
64,1532,77,6
42,1,82,1
85,4,88,5
41,-2,81,1
51,3,82,1
56,0,80,4
40,4,84,1
52,-2,81,1
46,0,87,1
53,-1,86,1
56,0,80,4
50,-3,87,1
42,-2,76,1
83,-1,87,5
45,0,86,1
56,0,95,4
39,-5,83,1
45,0,79,1
42,0,79,1
55,0,95,1
37,0,78,1
52,0,80,1
55,-1,98,4
55,0,83,4
37,0,77,1
56,3,78,4
81,0,85,5
48,5,81,1
49,-3,86,1
56,0,81,4
48,0,86,1
55,0,78,4
46,-1,86,1
56,0,95,4
37,-2,76,1
55,0,93,4
43,5,86,1
53,1,85,1
49,0,95,1
45,-1,81,1
49,0,95,1
37,2,76,1
37,-2,75,1
56,0,98,4
45,0,88,1
44,2,81,1
37,0,76,1
37,-65,76,3
48,0,84,1
37,0,103,1
56,0,91,1
41,-5,77,1
55,0,83,4
55,0,82,4
44,-4,108,1
40,0,80,1
51,0,88,1
51,0,85,1
48,0,87,1
56,0,96,4
37,0,93,1
41,0,77,1
51,0,78,1
56,0,84,1
45,0,81,1
37,0,78,1
49,0,77,1
43,0,80,1
55,0,95,4
49,1,83,1
94,-35,107,3
41,-2,77,1
45,0,83,1
41,0,89,1
56,0,77,4
56,0,92,4
42,-1,81,1
41,1,86,1
41,0,77,1
49,-3,77,1
51,0,86,1
37,2,82,1
41,-4,83,1
79,0,83,5
46,0,86,1
55,0,79,4
39,0,86,1
37,0,76,1
37,0,97,1
37,0,77,1
37,-4,81,1
45,-5,81,1
41,0,81,1
49,0,78,1
46,-2,78,1
41,1,83,1
37,0,75,1
56,0,97,4
39,3,102,1
51,0,78,1
49,0,83,1
38,3,90,1
39,-3,77,1
37,0,94,1
56,0,79,4
44,0,88,1
81,0,84,5
37,0,79,1
55,0,82,4
37,0,80,1
37,-3,76,1
55,-5,98,4
56,0,78,4
37,0,76,1
39,-4,90,1
55,-1,80,4
38,0,76,1
47,0,77,1
46,-1,76,1
39,-5,106,1
48,0,94,1
43,0,76,1
55,0,95,4
56,4,77,4
37,0,107,1
53,-1,80,1
80,0,84,5
44,-3,92,1
37,0,74,1
56,0,96,1
48,-2,77,1
59,0,86,1
42,0,88,1
39,0,81,1
52,5,82,1
102,-1,104,5
45,-4,108,1
37,0,81,1
46,-3,86,1
45,0,81,1
55,0,77,4
55,0,82,4
55,0,77,4
37,1,82,1
77,-2,81,5
56,0,81,4
41,0,86,1
57,1,82,1
48,0,84,1
37,0,75,1
81,0,84,5
41,1,81,1
56,2,81,4
105,0,106,5
55,0,77,4
56,0,95,4
39,2,77,1
37,0,78,1
45,5,86,1
37,0,83,1
55,0,95,4
42,4,87,1
36,0,76,1
44,0,88,1
41,-4,86,1
37,-4,80,1
56,0,81,4
63,-1,112,1
37,-2,79,1
37,0,106,1
37,0,81,1
37,0,83,1
46,5,108,1
51,0,84,1
49,-1,107,1
52,4,81,1
41,-2,86,1
48,0,106,1
38,0,76,1
37,0,82,1
75,1,79,5
80,1,84,5
49,0,88,1
47,-4,87,1
37,0,104,1
49,0,82,1
37,-10,78,1
45,-2,79,1
37,0,104,1
46,-1,108,1
49,1,81,1
56,0,97,4
37,3,75,1
41,0,106,1
37,0,83,1
37,0,80,1
49,-1,83,1
53,0,86,1
55,0,97,4
37,0,108,1
55,0,96,4
49,3,88,1
58,0,80,1
51,-1,83,1
55,0,82,4
49,-2,76,1
46,-4,81,1
55,0,95,4
56,0,80,4
55,0,96,4
84,0,88,5
37,0,79,1
47,-2,79,1
37,0,97,1
56,-2,83,1
45,1,84,1
45,0,82,1
104,-11,107,5
37,0,76,1
37,-4,80,1
56,0,97,4
44,2,77,1
53,0,81,1
55,0,76,4
49,-5,111,1
45,0,83,1
55,0,77,4
55,-3,81,4
37,0,76,1
37,0,96,1
56,-1,95,1
37,0,75,1
37,0,76,1
49,0,87,1
55,0,95,4
56,0,97,4
37,-3,76,1
82,1,86,5
37,0,77,1
49,2,86,1
56,0,95,4
55,-2,98,4
49,0,106,1
41,1,75,1
42,-5,77,1
42,3,78,1
55,0,81,1
49,-2,88,1
55,-2,76,4
38,4,92,1
46,4,81,1
55,-4,81,1
49,0,83,1
46,0,89,1
104,2,106,5
41,0,81,1
59,0,87,1
37,-1,76,1
51,3,79,1
37,-2,79,1
37,0,81,1
37,0,78,1
37,0,75,1
55,0,77,4
55,0,77,4
46,3,82,1
37,0,106,1
84,3,88,5
37,0,76,1
45,0,77,1
51,0,86,1
56,0,77,4
41,0,77,1
51,1,102,1
41,-1,77,1
37,0,80,1
37,0,78,1
37,0,106,1
43,0,78,1
49,5,86,1
41,4,77,1
49,0,106,1
55,-4,96,1
43,0,84,1
55,0,93,4
37,0,76,1
51,-2,83,1
55,-1,98,4
46,2,87,1
51,-2,84,1
83,3,87,5
55,0,97,4
41,0,75,1
56,0,78,4
39,0,86,1
55,0,92,4
55,0,95,4
37,0,76,1
39,0,79,1
44,-5,84,1
45,-1,83,1
39,5,75,1
51,0,83,1
53,0,82,1
46,0,76,1
37,0,76,1
45,-1,80,1
50,4,96,1
37,0,104,1
41,0,87,1
43,0,82,1
37,0,103,1
37,0,78,1
46,0,81,1
49,0,77,1
41,1,75,1
37,0,103,1
51,0,86,1
55,0,82,4
37,0,77,1
41,5,76,1
51,0,83,1
56,0,77,4
56,0,86,1
49,5,78,1
55,3,89,1
38,2,106,1
50,1,86,1
37,0,75,1
56,0,81,1
55,0,82,1
37,0,82,1
40,-5,79,1
37,0,77,1
41,0,79,1
37,0,76,1
45,0,77,1
42,0,86,1
49,0,77,1
56,0,95,4
59,0,84,1
41,0,79,1
55,3,77,4
37,0,78,1
37,4,75,1
49,-1,88,1
37,0,95,1
43,0,84,1
55,0,96,1
46,0,78,1
37,1,97,1
44,0,88,1
55,0,79,4
51,-2,90,1
46,-2,85,1
47,2,82,1
37,0,76,1
41,0,77,1
63,0,111,1
56,0,97,4
40,-4,76,1
37,0,77,1
37,0,80,1
37,0,106,1
39,-3,83,1
80,-1,84,5
53,1,79,1
37,-4475,106,7
47,-1,87,1
54,-2,81,1
38,0,102,1
49,2,82,1
42,-1,76,1
52,0,77,1
37,0,78,1
37,0,106,1
55,-4,77,4
55,0,96,1
46,0,85,1
51,0,81,1
56,3,98,4
37,0,105,1
55,-1,79,4
56,0,76,4
55,0,79,4
78,0,83,5
47,1,107,1
56,0,81,4
37,0,81,1
46,4,79,1
53,0,87,1
37,0,106,1
45,-1,86,1
55,1,81,1
42,5,79,1
37,0,80,1
49,1,80,1
46,0,86,1
56,4,96,4
41,0,85,1
55,0,95,4
85,0,88,5
37,-5,79,1
46,0,79,1
37,-4,76,1
62,3,109,1
83,0,87,5
45,0,81,1
37,0,78,1
37,0,79,1
40,-4,81,1
46,1,79,1
37,0,77,1
54,1,77,1
41,0,86,1
55,1,73,4
55,0,95,1
44,0,83,1
45,0,82,1
47,3,79,1
42,-4,108,1
55,0,92,4
39,-2,80,1
39,-4,79,1
47,0,86,1
46,-1,86,1
37,0,103,1
54,-4,88,1
55,0,76,4
55,0,78,4
55,-1,98,4
55,1,81,1
49,0,83,1
51,0,85,1
45,0,81,1
37,0,76,1
37,0,79,1
46,4,86,1
53,-2,86,1
56,1,98,4
37,0,82,1
55,0,82,4
53,5,84,1
55,0,78,4
37,0,76,1
49,0,102,1
41,0,80,1
45,0,77,1
56,0,77,4
53,0,82,1
104,-4,105,5
41,0,78,1
56,4,96,4
37,0,97,1
55,0,96,4
59,0,86,1
42,-5,83,1
56,0,95,4
56,3,98,4
37,0,96,1
41,0,81,1
37,0,81,1
37,-2,106,1
56,0,95,4
82,0,86,5
80,0,84,5
85,0,88,5
44,2,76,1
40,1,77,1
56,0,81,1
56,0,95,4
49,0,110,1
37,0,95,1
41,0,80,1
53,0,108,1
43,0,81,1
56,2,98,4
55,0,96,4
39,5,79,1
45,0,80,1
43,0,87,1
37,0,80,1
37,0,76,1
46,0,77,1
53,-1,102,1
56,0,77,4
55,0,96,4
37,0,78,1
56,0,95,4
49,1,79,1
46,0,84,1
56,-1,88,1
40,-3,108,1
47,-2,87,1
55,-4,75,4
37,-2,77,1
44,0,85,1
56,0,77,4
104,-1,105,5
56,0,95,1
56,0,80,4
38,0,80,1
44,0,85,1
55,0,83,4
42,2,76,1
42,0,80,1
55,0,98,4
55,0,96,4
37,0,76,1
51,-2,78,1
49,0,107,1
37,0,78,1
45,0,76,1
53,0,86,1
48,0,87,1
45,-2,76,1
45,3,83,1
56,0,81,4
37,1,90,1
51,0,108,1
37,0,76,1
55,0,95,4
49,2,87,1
55,0,93,4
56,0,108,1
44,4,81,1
37,0,108,1
37,0,94,1
78,2,83,5
56,-1,95,1
56,0,76,4
40,-5,109,1
51,1,84,1
102,0,104,5
55,0,77,4
49,-4,83,1
56,-1,96,1
55,0,95,4
37,0,104,1
54,8,95,4
81,0,84,5
37,0,79,1
49,0,86,1
37,0,83,1
47,1,84,1
37,0,108,1
55,0,93,4
43,0,77,1
53,4,81,1
38,4,81,1
41,3,75,1
55,0,76,4
55,0,92,4
49,1,79,1
45,0,78,1
56,0,96,4
49,1,106,1
48,-3,80,1
55,-1,95,4
47,1,86,1
37,0,79,1
46,4,81,1
79,0,83,5
44,-1,76,1
41,3,81,1
43,0,77,1
47,-1,86,1
46,0,87,1
37,0,78,1
53,0,88,1
51,-2,88,1
37,4,76,1
49,1,106,1
43,0,80,1
43,-3,86,1
37,0,78,1
55,0,77,4
37,0,77,1
68,0,111,1
37,0,77,1
49,-3,81,1
36,-3,82,1
56,0,91,1
43,-1,75,1
37,0,80,1
46,0,88,1
57,3,79,1
52,-2,86,1
37,0,106,1
40,0,87,1
37,0,76,1
56,0,91,1
56,-1,95,4
55,0,77,4
101,-5,102,5
79,0,83,5
37,-1,77,1
48,0,88,1
37,0,77,1
56,0,86,1
37,0,78,1
42,-4,77,1
55,0,77,4
49,-2,83,1
37,0,79,1
38,-6,91,1
37,0,78,1
56,0,92,4
46,-1,81,1
43,0,83,1
46,0,76,1
42,0,80,1
38,0,107,1
37,0,77,1
56,-1,78,4
56,0,95,4
37,0,77,1
37,0,84,1
47,-3,90,1
84,10,89,5
50,-5,87,1
38,2,77,1
37,0,81,1
37,0,80,1
79,0,83,5
39,4,76,1
52,-5,80,1
38,4,77,1
45,0,87,1
55,0,85,1
55,0,79,4
37,0,82,1
37,0,94,1
38,-1,82,1
45,0,79,1
51,-2,86,1
55,1,79,1
79,-1,84,5
48,3,81,1
37,0,78,1
37,0,77,1
37,0,77,1
37,0,76,1
55,-1,86,1
42,0,76,1
39,5,76,1
79,-1,83,5
44,1,79,1
48,0,88,1
41,1,86,1
46,5,78,1
56,0,97,4
38,1,81,1
53,0,79,1
37,-1,76,1
57,-4,83,1
41,0,82,1
47,-4,78,1
65,0,110,1
49,0,83,1
37,0,75,1
37,0,77,1
48,-1,83,1
56,4,97,4
49,0,85,1
37,0,77,1
49,0,87,1
43,0,84,1
43,-4,77,1
37,0,83,1
55,0,77,4
56,0,96,4
56,0,79,4
49,0,106,1
38,3,79,1
56,1,81,1
45,0,79,1
45,-3,83,1
56,0,95,1
44,0,90,1
54,1,104,1
37,0,78,1
51,2,77,1
56,0,77,4
46,-4,83,1
38,0,92,1
42,0,76,1
45,1,86,1
46,-2,85,1
55,0,95,4
55,0,97,4
37,0,77,1
45,-4,81,1
46,1,87,1
56,0,87,1
56,0,77,4
52,2,88,1
51,-3,77,1
46,-1,85,1
37,0,80,1
55,-3,78,4
57,-1,83,1
40,-5,100,1
82,3,86,5
37,0,76,1
41,0,83,1
37,0,74,1
56,0,78,4
56,2,76,4
46,-4,82,1
56,-1,96,1
41,0,81,1
46,3,83,1
51,0,89,1
43,5,77,1
49,0,95,1
42,1,77,1
104,0,105,5
44,1,86,1
47,0,77,1
55,0,96,4
55,0,93,4
44,0,86,1
49,0,85,1
43,0,86,1
37,0,104,1
41,0,84,1
49,-1,88,1
53,3,88,1
37,0,104,1
41,0,84,1
46,-5,76,1
38,5,76,1
56,0,97,4
56,0,78,4
52,3,87,1
37,-1,106,1
37,0,78,1
41,0,82,1
55,0,77,4
55,0,77,4
37,0,83,1
55,0,79,4
47,0,108,1
37,0,78,1
46,0,77,1
55,-5,77,4
41,0,82,1
55,0,77,4
45,-1,106,1
41,0,83,1
45,0,82,1
52,0,81,1
37,0,80,1
37,0,83,1
56,-2,78,4
56,0,91,4
103,4,104,5
37,0,75,1
37,0,78,1
105,1,107,5
56,0,96,4
47,2,90,1
53,0,87,1
37,0,93,1
37,0,76,1
56,-1,96,4
56,0,97,4
47,0,86,1
49,2,83,1
39,-2,81,1
45,0,85,1
55,-2,78,4
102,2,103,5
44,0,83,1
55,0,95,4
44,0,80,1
39,-3,79,1
53,0,82,1
42,0,80,1
37,0,77,1
55,0,78,4
51,0,86,1
37,0,94,1
41,-1,86,1
37,0,76,1
43,-2,85,1
49,0,107,1
56,4,97,4
56,0,97,4
45,0,84,1
37,0,79,1
56,0,96,4
39,0,79,1
49,0,88,1
56,-1,96,1
38,3,90,1
56,0,78,4
56,-1,91,1
37,0,76,1
51,5,78,1
38,-3,78,1
37,0,106,1
55,0,98,4
55,0,77,4
55,0,78,4
42,-1,78,1
51,1,83,1
50,-3,86,1
55,0,96,1
43,0,80,1
45,-1,86,1
56,1,98,4
37,1,79,1
37,0,79,1
37,0,81,1
44,0,84,1
45,-3,76,1
55,-1,77,4
37,0,77,1
39,0,86,1
55,0,78,4
47,-2,85,1
49,5,80,1
53,0,88,1
37,0,76,1
43,0,88,1
56,0,95,4
46,3,79,1
38,3,105,1
37,0,81,1
37,0,106,1
55,0,77,4
37,0,77,1
45,-1,77,1
41,0,78,1
56,0,92,4
37,0,75,1
43,4,86,1
58,0,85,1
56,0,92,4
37,0,82,1
56,0,96,4
56,0,77,4
37,0,91,1
55,0,81,1
37,0,79,1
45,0,79,1
37,0,80,1
37,0,106,1
37,0,79,1
46,0,90,1
44,0,83,1
43,-4,79,1
47,-5,77,1
52,-1,102,1
55,-4,83,1
37,0,79,1
45,-3,83,1
47,0,86,1
39,0,80,1
50,-4,83,1
55,0,77,4
76,-1,81,5
44,2,90,1
55,-3,98,4
54,-2,108,1
41,2,90,1
41,-3,84,1
42,0,86,1
55,0,78,4
44,0,81,1
37,2,104,1
46,-3,76,1
56,0,96,4
55,0,95,4
71,-4,75,5
55,0,95,4
37,0,77,1
55,0,96,4
37,0,79,1
45,0,86,1
37,0,97,1
37,0,76,1
51,0,81,1
50,-1,81,1
37,0,83,1
44,0,76,1
50,0,107,1
47,4,83,1
37,0,97,1
41,0,79,1
71,-8,75,5
56,0,80,1
55,-2,86,1
46,0,87,1
80,-1,84,5
101,-2,102,5
49,0,79,1
37,0,81,1
37,0,77,1
39,0,94,1
37,0,76,1
37,0,76,1
55,0,97,4
45,1,79,1
51,0,84,1
37,0,78,1
53,0,83,1
37,0,79,1
37,-1,79,1
43,0,86,1
47,5,78,1
44,0,76,1
37,0,76,1
45,5,77,1
101,0,102,5
37,0,106,1
41,-4,106,1
85,0,88,5
46,0,86,1
55,0,77,4
39,0,82,1
55,0,77,4
43,0,89,1
37,0,95,1
41,-2,78,1
51,-3,86,1
37,0,76,1
55,0,77,4
57,-4,84,1
55,0,79,4
52,4,82,1
37,-1,83,1
37,-3,97,1
54,-1,80,1
55,0,97,4
49,1,81,1
37,0,92,1
55,0,95,4
37,0,77,1
59,0,84,1
55,0,81,4
37,0,76,1
38,0,97,1
55,0,95,4
55,-1,81,1
49,0,85,1
37,-42,75,3
55,0,79,4
49,0,106,1
51,-5,84,1
56,0,98,4
37,0,81,1
41,0,75,1
56,1,80,4
50,0,86,1
41,1,77,1
37,0,83,1
55,0,81,1
56,0,82,1
76,0,81,5
55,0,76,4
37,0,78,1
51,0,86,1
50,-1,77,1
55,0,77,4
48,-42,91,3
43,0,79,1
55,0,96,4
79,0,83,5
41,0,82,1
84,3,86,5
37,0,77,1
55,0,77,4
37,0,82,1
43,0,79,1
37,0,77,1
56,0,85,1
56,2,81,4
72,30,82,2
81,0,86,5
55,0,95,4
56,0,77,4
37,0,104,1
45,0,81,1
43,0,89,1
37,0,77,1
105,0,107,5
46,0,83,1
82,-5,87,5
53,3,88,1
37,0,106,1
37,1,90,1
37,0,79,1
55,0,96,4
37,0,96,1
56,0,98,4
42,1,80,1
55,0,78,4
53,0,87,1
37,0,79,1
40,4,89,1
42,2,97,1
51,0,86,1
49,0,79,1
37,0,77,1
51,0,84,1
53,0,86,1
44,28,77,2
49,0,86,1
55,0,87,1
45,0,83,1
44,1,86,1
37,0,79,1
56,0,100,4
55,-2,88,1
51,0,86,1
43,0,75,1
56,0,82,4
37,0,77,1
43,-3,90,1
45,1,82,1
37,0,76,1
41,0,80,1
55,0,93,4
41,1,77,1
45,0,77,1
37,0,104,1
41,0,82,1
37,-2,82,1
44,0,83,1
86,4,89,5
55,3,95,4
85,1,88,5
104,2,105,5
47,2,83,1
37,0,106,1
49,0,83,1
37,0,83,1
45,3,81,1
55,5,79,1
49,1,83,1
43,-2,109,1
56,0,96,4
53,0,86,1
37,0,83,1
42,0,87,1
40,0,81,1
56,0,77,4
51,0,77,1
40,1,81,1
53,0,86,1
37,0,78,1
37,0,105,1
55,-1,97,4
58,-1,107,1
51,0,109,1
55,0,93,4
44,0,77,1
44,0,106,1
37,0,83,1
56,-5,92,1
56,1,86,1
44,-2,76,1
43,0,84,1
48,0,89,1
49,0,107,1
44,0,77,1
57,3,86,1
37,0,77,1
55,0,77,4
46,0,86,1
55,0,77,4
49,-2,107,1
55,-4,77,4
37,0,77,1
39,-1,79,1
64,0,111,1
55,0,95,4
37,0,75,1
41,0,89,1
41,0,81,1
49,0,95,1
105,2,107,5
37,0,79,1
45,-4,88,1
54,-1,83,1
43,-2,99,1
46,-4,79,1
37,0,76,1
56,0,81,1
43,-2,77,1
51,0,79,1
43,-3,79,1
47,0,90,1
41,0,85,1
45,-2,88,1
37,0,106,1
56,2,97,4
37,-1,97,1
41,-1,81,1
37,0,76,1
37,0,80,1
37,0,79,1
46,0,85,1
45,-4,76,1
